user_id,event_name,event_timestamp,channel,device_type,country,experiment_variant,revenue
u_000014,experiment_exposure,2025-02-23 04:23:00+00:00,organic,desktop,US,treatment,
u_000014,activation,2025-02-23 09:18:00+00:00,organic,desktop,US,treatment,
u_000014,login,2025-02-24 12:18:00+00:00,organic,desktop,US,treatment,
u_000014,login,2025-03-13 16:18:00+00:00,organic,desktop,US,treatment,
u_000014,login,2025-03-13 23:18:00+00:00,organic,desktop,US,treatment,
u_000015,landing_view,2025-03-28 16:06:00+00:00,referral,desktop,GB,,
u_000016,landing_view,2025-02-14 22:53:00+00:00,paid_social,desktop,US,,
u_000017,landing_view,2025-01-30 00:14:00+00:00,paid_search,desktop,AU,,
u_000017,signup,2025-01-31 19:14:00+00:00,paid_search,desktop,AU,,
u_000017,experiment_exposure,2025-01-31 19:31:00+00:00,paid_search,desktop,AU,control,
u_000017,activation,2025-02-01 11:14:00+00:00,paid_search,desktop,AU,control,
u_000017,login,2025-02-23 09:14:00+00:00,paid_search,desktop,AU,control,
u_000017,login,2025-02-25 18:14:00+00:00,paid_search,desktop,AU,control,
u_000018,landing_view,2025-01-10 13:07:00+00:00,organic,desktop,GB,,
u_000019,landing_view,2025-02-03 15:14:00+00:00,referral,desktop,OTHER,,
u_000019,signup,2025-02-04 05:14:00+00:00,referral,desktop,OTHER,,
u_000019,experiment_exposure,2025-02-04 05:22:00+00:00,referral,desktop,OTHER,treatment,
u_000020,landing_view,2025-03-29 23:49:00+00:00,organic,desktop,GB,,
u_000021,landing_view,2025-01-11 12:27:00+00:00,referral,mobile,OTHER,,
u_000021,signup,2025-01-11 14:27:00+00:00,referral,mobile,OTHER,,
u_000021,experiment_exposure,2025-01-11 14:37:00+00:00,referral,mobile,OTHER,treatment,
u_000021,activation,2025-01-12 06:27:00+00:00,referral,mobile,OTHER,treatment,
u_000021,login,2025-01-24 12:27:00+00:00,referral,mobile,OTHER,treatment,
u_000022,landing_view,2025-03-22 03:40:00+00:00,organic,desktop,AU,,
u_000022,signup,2025-03-22 21:40:00+00:00,organic,desktop,AU,,
u_000022,experiment_exposure,2025-03-22 22:01:00+00:00,organic,desktop,AU,treatment,
u_000022,activation,2025-03-23 18:40:00+00:00,organic,desktop,AU,treatment,
u_000022,login,2025-03-25 10:40:00+00:00,organic,desktop,AU,treatment,
u_000022,login,2025-03-29 23:40:00+00:00,organic,desktop,AU,treatment,
u_000022,subscription,2025-04-01 18:40:00+00:00,organic,desktop,AU,treatment,29.0
u_000022,login,2025-04-01 21:40:00+00:00,organic,desktop,AU,treatment,
u_000022,login,2025-04-21 18:40:00+00:00,organic,desktop,AU,treatment,
u_000023,landing_view,2025-02-15 00:36:00+00:00,paid_social,desktop,AU,,
u_000024,landing_view,2025-03-06 01:56:00+00:00,organic,desktop,OTHER,,
u_000024,signup,2025-03-06 20:56:00+00:00,organic,desktop,OTHER,,
u_000024,experiment_exposure,2025-03-06 21:11:00+00:00,organic,desktop,OTHER,control,
u_000025,landing_view,2025-02-14 00:35:00+00:00,email,desktop,OTHER,,
u_000025,signup,2025-02-14 07:35:00+00:00,email,desktop,OTHER,,
u_000025,experiment_exposure,2025-02-14 08:00:00+00:00,email,desktop,OTHER,treatment,
u_000025,activation,2025-02-14 10:35:00+00:00,email,desktop,OTHER,treatment,
u_000025,login,2025-02-23 05:35:00+00:00,email,desktop,OTHER,treatment,
u_000025,login,2025-02-24 05:35:00+00:00,email,desktop,OTHER,treatment,
u_000025,subscription,2025-02-25 10:35:00+00:00,email,desktop,OTHER,treatment,29.0
u_000025,login,2025-03-06 12:35:00+00:00,email,desktop,OTHER,treatment,
u_000025,login,2025-03-07 04:35:00+00:00,email,desktop,OTHER,treatment,
u_000025,login,2025-03-12 10:35:00+00:00,email,desktop,OTHER,treatment,
u_000026,landing_view,2025-02-17 02:51:00+00:00,email,mobile,US,,
u_000026,signup,2025-02-17 20:51:00+00:00,email,mobile,US,,
u_000026,experiment_exposure,2025-02-17 21:10:00+00:00,email,mobile,US,control,
u_000027,landing_view,2025-03-31 17:54:00+00:00,paid_search,desktop,US,,
u_000028,landing_view,2025-02-02 03:30:00+00:00,organic,desktop,DE,,
u_000029,landing_view,2025-02-23 03:58:00+00:00,paid_search,desktop,OTHER,,
u_000029,signup,2025-02-24 07:58:00+00:00,paid_search,desktop,OTHER,,
u_000029,experiment_exposure,2025-02-24 08:12:00+00:00,paid_search,desktop,OTHER,control,
u_000029,activation,2025-02-24 10:58:00+00:00,paid_search,desktop,OTHER,control,
u_000029,subscription,2025-03-21 10:58:00+00:00,paid_search,desktop,OTHER,control,29.0
u_000030,landing_view,2025-01-05 23:37:00+00:00,paid_social,desktop,US,,
u_000031,landing_view,2025-02-15 21:20:00+00:00,email,desktop,US,,
u_000031,signup,2025-02-16 09:20:00+00:00,email,desktop,US,,
u_000031,experiment_exposure,2025-02-16 09:37:00+00:00,email,desktop,US,treatment,
u_000031,activation,2025-02-16 16:20:00+00:00,email,desktop,US,treatment,
u_000031,login,2025-02-18 18:20:00+00:00,email,desktop,US,treatment,
u_000031,login,2025-03-14 18:20:00+00:00,email,desktop,US,treatment,
u_000032,landing_view,2025-01-05 05:45:00+00:00,organic,mobile,OTHER,,
u_000033,landing_view,2025-03-30 17:44:00+00:00,referral,mobile,CA,,
u_000033,signup,2025-03-31 00:44:00+00:00,referral,mobile,CA,,
u_000033,experiment_exposure,2025-03-31 00:59:00+00:00,referral,mobile,CA,control,
u_000034,landing_view,2025-01-23 06:23:00+00:00,paid_search,desktop,DE,,
u_000034,signup,2025-01-24 03:23:00+00:00,paid_search,desktop,DE,,
u_000034,experiment_exposure,2025-01-24 03:28:00+00:00,paid_search,desktop,DE,control,
u_000034,activation,2025-01-24 14:23:00+00:00,paid_search,desktop,DE,control,
u_000034,login,2025-02-16 21:23:00+00:00,paid_search,desktop,DE,control,
u_000035,landing_view,2025-03-02 21:59:00+00:00,paid_social,desktop,OTHER,,
u_000036,landing_view,2025-02-14 15:39:00+00:00,paid_search,mobile,AU,,
u_000037,landing_view,2025-01-16 17:38:00+00:00,paid_social,mobile,US,,
u_000037,signup,2025-01-17 22:38:00+00:00,paid_social,mobile,US,,
u_000037,experiment_exposure,2025-01-17 22:53:00+00:00,paid_social,mobile,US,treatment,
u_000037,activation,2025-01-18 19:38:00+00:00,paid_social,mobile,US,treatment,
u_000037,subscription,2025-02-03 19:38:00+00:00,paid_social,mobile,US,treatment,19.0
u_000037,login,2025-02-07 12:38:00+00:00,paid_social,mobile,US,treatment,
u_000038,landing_view,2025-03-26 10:41:00+00:00,email,mobile,DE,,
u_000039,landing_view,2025-03-12 01:12:00+00:00,email,desktop,DE,,
u_000040,landing_view,2025-01-09 11:25:00+00:00,organic,mobile,DE,,
u_000040,signup,2025-01-10 09:25:00+00:00,organic,mobile,DE,,
u_000040,experiment_exposure,2025-01-10 09:48:00+00:00,organic,mobile,DE,treatment,
u_000041,landing_view,2025-03-18 02:52:00+00:00,paid_search,mobile,OTHER,,
u_000041,signup,2025-03-19 12:52:00+00:00,paid_search,mobile,OTHER,,
u_000041,experiment_exposure,2025-03-19 13:07:00+00:00,paid_search,mobile,OTHER,control,
u_000041,activation,2025-03-20 04:52:00+00:00,paid_search,mobile,OTHER,control,
u_000041,subscription,2025-03-23 04:52:00+00:00,paid_search,mobile,OTHER,control,19.0
u_000041,login,2025-03-30 07:52:00+00:00,paid_search,mobile,OTHER,control,
u_000041,login,2025-04-05 11:52:00+00:00,paid_search,mobile,OTHER,control,
u_000041,login,2025-04-09 10:52:00+00:00,paid_search,mobile,OTHER,control,
u_000041,login,2025-04-13 12:52:00+00:00,paid_search,mobile,OTHER,control,
u_000042,landing_view,2025-03-26 22:46:00+00:00,paid_search,mobile,GB,,
u_000043,landing_view,2025-03-26 00:07:00+00:00,paid_search,desktop,OTHER,,
u_000044,landing_view,2025-03-06 02:56:00+00:00,organic,mobile,DE,,
u_000045,landing_view,2025-01-11 17:20:00+00:00,paid_social,desktop,GB,,
u_000045,signup,2025-01-13 08:20:00+00:00,paid_social,desktop,GB,,
u_000045,experiment_exposure,2025-01-13 08:34:00+00:00,paid_social,desktop,GB,treatment,
u_000045,activation,2025-01-13 09:20:00+00:00,paid_social,desktop,GB,treatment,
u_000045,login,2025-01-23 18:20:00+00:00,paid_social,desktop,GB,treatment,
u_000045,subscription,2025-02-09 09:20:00+00:00,paid_social,desktop,GB,treatment,29.0
u_000045,login,2025-02-12 10:20:00+00:00,paid_social,desktop,GB,treatment,
u_000046,landing_view,2025-01-13 15:36:00+00:00,organic,tablet,DE,,
u_000046,signup,2025-01-14 23:36:00+00:00,organic,tablet,DE,,
u_000046,experiment_exposure,2025-01-15 00:02:00+00:00,organic,tablet,DE,treatment,
u_000046,activation,2025-01-15 00:36:00+00:00,organic,tablet,DE,treatment,
u_000046,subscription,2025-01-16 00:36:00+00:00,organic,tablet,DE,treatment,19.0
u_000046,login,2025-01-16 21:36:00+00:00,organic,tablet,DE,treatment,
u_000046,login,2025-01-24 15:36:00+00:00,organic,tablet,DE,treatment,
u_000047,landing_view,2025-01-01 06:54:00+00:00,paid_social,mobile,US,,
u_000047,signup,2025-01-02 22:54:00+00:00,paid_social,mobile,US,,
u_000047,experiment_exposure,2025-01-02 23:18:00+00:00,paid_social,mobile,US,treatment,
u_000048,landing_view,2025-02-10 00:57:00+00:00,referral,mobile,AU,,
u_000048,signup,2025-02-10 06:57:00+00:00,referral,mobile,AU,,
u_000048,experiment_exposure,2025-02-10 07:18:00+00:00,referral,mobile,AU,control,
u_000049,landing_view,2025-02-15 19:31:00+00:00,paid_social,mobile,US,,
u_000049,signup,2025-02-17 06:31:00+00:00,paid_social,mobile,US,,
u_000049,experiment_exposure,2025-02-17 06:39:00+00:00,paid_social,mobile,US,control,
u_000050,landing_view,2025-01-07 14:47:00+00:00,email,mobile,US,,
u_000050,signup,2025-01-08 01:47:00+00:00,email,mobile,US,,
u_000050,experiment_exposure,2025-01-08 02:01:00+00:00,email,mobile,US,treatment,
u_000050,activation,2025-01-08 19:47:00+00:00,email,mobile,US,treatment,
u_000050,login,2025-01-21 18:47:00+00:00,email,mobile,US,treatment,
u_000051,landing_view,2025-02-10 03:28:00+00:00,referral,mobile,DE,,
u_000052,landing_view,2025-01-24 15:34:00+00:00,paid_search,mobile,CA,,
u_000053,landing_view,2025-03-24 11:22:00+00:00,organic,mobile,US,,
u_000053,signup,2025-03-26 09:22:00+00:00,organic,mobile,US,,
u_000053,experiment_exposure,2025-03-26 09:50:00+00:00,organic,mobile,US,control,
u_000053,activation,2025-03-26 16:22:00+00:00,organic,mobile,US,control,
u_000053,login,2025-04-01 01:22:00+00:00,organic,mobile,US,control,
u_000053,login,2025-04-21 21:22:00+00:00,organic,mobile,US,control,
u_000053,login,2025-04-25 06:22:00+00:00,organic,mobile,US,control,
u_000054,landing_view,2025-01-14 05:24:00+00:00,organic,desktop,GB,,
u_000054,signup,2025-01-14 22:24:00+00:00,organic,desktop,GB,,
u_000054,experiment_exposure,2025-01-14 22:42:00+00:00,organic,desktop,GB,treatment,
u_000054,activation,2025-01-15 15:24:00+00:00,organic,desktop,GB,treatment,
u_000054,login,2025-01-22 01:24:00+00:00,organic,desktop,GB,treatment,
u_000054,login,2025-01-31 23:24:00+00:00,organic,desktop,GB,treatment,
u_000054,login,2025-02-01 06:24:00+00:00,organic,desktop,GB,treatment,
u_000055,landing_view,2025-03-18 12:05:00+00:00,referral,mobile,OTHER,,
u_000055,signup,2025-03-19 01:05:00+00:00,referral,mobile,OTHER,,
u_000055,experiment_exposure,2025-03-19 01:13:00+00:00,referral,mobile,OTHER,treatment,
u_000056,landing_view,2025-01-29 20:50:00+00:00,paid_search,desktop,US,,
u_000056,signup,2025-01-31 12:50:00+00:00,paid_search,desktop,US,,
u_000056,experiment_exposure,2025-01-31 12:59:00+00:00,paid_search,desktop,US,control,
u_000056,activation,2025-02-01 00:50:00+00:00,paid_search,desktop,US,control,
u_000056,login,2025-02-07 10:50:00+00:00,paid_search,desktop,US,control,
u_000056,login,2025-02-26 16:50:00+00:00,paid_search,desktop,US,control,
u_000057,landing_view,2025-03-19 12:11:00+00:00,organic,mobile,US,,
u_000058,landing_view,2025-02-02 18:29:00+00:00,email,mobile,US,,
u_000059,landing_view,2025-03-03 16:11:00+00:00,paid_search,mobile,US,,
u_000060,landing_view,2025-01-19 22:05:00+00:00,organic,desktop,AU,,
u_000060,signup,2025-01-21 21:05:00+00:00,organic,desktop,AU,,
u_000060,experiment_exposure,2025-01-21 21:30:00+00:00,organic,desktop,AU,control,
u_000061,landing_view,2025-01-30 01:55:00+00:00,organic,desktop,US,,
u_000062,landing_view,2025-01-28 04:20:00+00:00,paid_search,desktop,US,,
u_000063,landing_view,2025-01-18 11:45:00+00:00,organic,desktop,US,,
u_000063,signup,2025-01-19 21:45:00+00:00,organic,desktop,US,,
u_000063,experiment_exposure,2025-01-19 21:46:00+00:00,organic,desktop,US,control,
u_000063,activation,2025-01-20 00:45:00+00:00,organic,desktop,US,control,
u_000063,login,2025-01-30 11:45:00+00:00,organic,desktop,US,control,
u_000063,login,2025-02-11 08:45:00+00:00,organic,desktop,US,control,
u_000063,login,2025-02-12 12:45:00+00:00,organic,desktop,US,control,
u_000063,login,2025-02-16 08:45:00+00:00,organic,desktop,US,control,
u_000063,login,2025-02-17 20:45:00+00:00,organic,desktop,US,control,
u_000064,landing_view,2025-01-28 14:05:00+00:00,email,mobile,OTHER,,
u_000065,landing_view,2025-02-16 02:31:00+00:00,paid_search,mobile,GB,,
u_000065,signup,2025-02-18 01:31:00+00:00,paid_search,mobile,GB,,
u_000065,experiment_exposure,2025-02-18 01:50:00+00:00,paid_search,mobile,GB,treatment,
u_000065,activation,2025-02-18 17:31:00+00:00,paid_search,mobile,GB,treatment,
u_000065,login,2025-02-26 17:31:00+00:00,paid_search,mobile,GB,treatment,
u_000066,landing_view,2025-02-20 00:10:00+00:00,paid_search,desktop,DE,,
u_000066,signup,2025-02-20 09:10:00+00:00,paid_search,desktop,DE,,
u_000066,experiment_exposure,2025-02-20 09:26:00+00:00,paid_search,desktop,DE,treatment,
u_000067,landing_view,2025-02-27 15:37:00+00:00,paid_social,desktop,CA,,
u_000068,landing_view,2025-03-23 01:46:00+00:00,email,mobile,OTHER,,
u_000069,landing_view,2025-01-11 10:00:00+00:00,paid_search,mobile,DE,,
u_000070,landing_view,2025-03-29 15:17:00+00:00,organic,mobile,CA,,
u_000070,signup,2025-03-30 08:17:00+00:00,organic,mobile,CA,,
u_000070,experiment_exposure,2025-03-30 08:19:00+00:00,organic,mobile,CA,control,
u_000071,landing_view,2025-01-30 23:28:00+00:00,paid_search,tablet,GB,,
u_000071,signup,2025-01-31 03:28:00+00:00,paid_search,tablet,GB,,
u_000071,experiment_exposure,2025-01-31 03:47:00+00:00,paid_search,tablet,GB,treatment,
u_000072,landing_view,2025-01-08 05:43:00+00:00,referral,tablet,AU,,
u_000072,signup,2025-01-08 07:43:00+00:00,referral,tablet,AU,,
u_000072,experiment_exposure,2025-01-08 07:45:00+00:00,referral,tablet,AU,treatment,
u_000072,activation,2025-01-09 06:43:00+00:00,referral,tablet,AU,treatment,
u_000072,login,2025-01-11 04:43:00+00:00,referral,tablet,AU,treatment,
u_000072,login,2025-01-17 08:43:00+00:00,referral,tablet,AU,treatment,
u_000072,login,2025-01-28 11:43:00+00:00,referral,tablet,AU,treatment,
u_000072,login,2025-01-31 03:43:00+00:00,referral,tablet,AU,treatment,
u_000072,login,2025-02-04 16:43:00+00:00,referral,tablet,AU,treatment,
u_000073,landing_view,2025-02-16 14:39:00+00:00,organic,desktop,OTHER,,
u_000073,signup,2025-02-17 22:39:00+00:00,organic,desktop,OTHER,,
u_000073,experiment_exposure,2025-02-17 23:04:00+00:00,organic,desktop,OTHER,control,
u_000073,activation,2025-02-18 17:39:00+00:00,organic,desktop,OTHER,control,
u_000073,login,2025-02-28 06:39:00+00:00,organic,desktop,OTHER,control,
u_000073,login,2025-03-16 19:39:00+00:00,organic,desktop,OTHER,control,
u_000073,subscription,2025-03-17 17:39:00+00:00,organic,desktop,OTHER,control,19.0
u_000074,landing_view,2025-02-18 23:58:00+00:00,paid_search,mobile,AU,,
u_000074,signup,2025-02-20 12:58:00+00:00,paid_search,mobile,AU,,
u_000074,experiment_exposure,2025-02-20 13:14:00+00:00,paid_search,mobile,AU,control,
u_000075,landing_view,2025-01-13 01:26:00+00:00,email,mobile,DE,,
u_000076,landing_view,2025-02-05 01:58:00+00:00,paid_search,desktop,US,,
u_000076,signup,2025-02-05 05:58:00+00:00,paid_search,desktop,US,,
u_000076,experiment_exposure,2025-02-05 05:59:00+00:00,paid_search,desktop,US,treatment,
u_000076,activation,2025-02-06 05:58:00+00:00,paid_search,desktop,US,treatment,
u_000076,login,2025-02-14 18:58:00+00:00,paid_search,desktop,US,treatment,
u_000076,login,2025-02-15 13:58:00+00:00,paid_search,desktop,US,treatment,
u_000076,login,2025-02-27 04:58:00+00:00,paid_search,desktop,US,treatment,
u_000076,login,2025-03-05 14:58:00+00:00,paid_search,desktop,US,treatment,
u_000077,landing_view,2025-01-30 14:52:00+00:00,paid_social,mobile,DE,,
u_000077,signup,2025-01-31 21:52:00+00:00,paid_social,mobile,DE,,
u_000077,experiment_exposure,2025-01-31 21:59:00+00:00,paid_social,mobile,DE,treatment,
u_000077,activation,2025-02-01 02:52:00+00:00,paid_social,mobile,DE,treatment,
u_000077,login,2025-02-06 17:52:00+00:00,paid_social,mobile,DE,treatment,
u_000077,login,2025-02-15 22:52:00+00:00,paid_social,mobile,DE,treatment,
u_000077,login,2025-02-17 00:52:00+00:00,paid_social,mobile,DE,treatment,
u_000077,login,2025-03-03 16:52:00+00:00,paid_social,mobile,DE,treatment,
u_000078,landing_view,2025-03-02 04:06:00+00:00,email,mobile,US,,
u_000078,signup,2025-03-03 07:06:00+00:00,email,mobile,US,,
u_000078,experiment_exposure,2025-03-03 07:25:00+00:00,email,mobile,US,control,
u_000079,landing_view,2025-03-26 23:02:00+00:00,paid_search,desktop,US,,
u_000079,signup,2025-03-27 13:02:00+00:00,paid_search,desktop,US,,
u_000079,experiment_exposure,2025-03-27 13:04:00+00:00,paid_search,desktop,US,control,
u_000079,activation,2025-03-27 19:02:00+00:00,paid_search,desktop,US,control,
u_000079,login,2025-03-29 20:02:00+00:00,paid_search,desktop,US,control,
u_000079,login,2025-04-22 21:02:00+00:00,paid_search,desktop,US,control,
u_000080,landing_view,2025-03-29 07:14:00+00:00,organic,mobile,US,,
u_000080,signup,2025-03-29 18:14:00+00:00,organic,mobile,US,,
u_000080,experiment_exposure,2025-03-29 18:19:00+00:00,organic,mobile,US,control,
u_000080,activation,2025-03-29 19:14:00+00:00,organic,mobile,US,control,
u_000080,login,2025-04-03 07:14:00+00:00,organic,mobile,US,control,
u_000081,landing_view,2025-02-12 20:11:00+00:00,paid_search,desktop,AU,,
u_000081,signup,2025-02-13 07:11:00+00:00,paid_search,desktop,AU,,
u_000081,experiment_exposure,2025-02-13 07:29:00+00:00,paid_search,desktop,AU,control,
u_000081,activation,2025-02-13 13:11:00+00:00,paid_search,desktop,AU,control,
u_000081,login,2025-02-22 11:11:00+00:00,paid_search,desktop,AU,control,
u_000081,login,2025-02-28 14:11:00+00:00,paid_search,desktop,AU,control,
u_000082,landing_view,2025-01-29 03:19:00+00:00,paid_social,desktop,US,,
u_000083,landing_view,2025-01-14 02:39:00+00:00,organic,desktop,US,,
u_000084,landing_view,2025-03-03 20:23:00+00:00,organic,mobile,DE,,
u_000084,signup,2025-03-04 10:23:00+00:00,organic,mobile,DE,,
u_000084,experiment_exposure,2025-03-04 10:39:00+00:00,organic,mobile,DE,treatment,
u_000084,activation,2025-03-05 01:23:00+00:00,organic,mobile,DE,treatment,
u_000084,login,2025-03-08 09:23:00+00:00,organic,mobile,DE,treatment,
u_000084,login,2025-03-28 20:23:00+00:00,organic,mobile,DE,treatment,
u_000084,login,2025-04-03 00:23:00+00:00,organic,mobile,DE,treatment,
u_000084,login,2025-04-04 15:23:00+00:00,organic,mobile,DE,treatment,
u_000085,landing_view,2025-02-16 09:56:00+00:00,referral,mobile,US,,
u_000085,signup,2025-02-18 00:56:00+00:00,referral,mobile,US,,
u_000085,experiment_exposure,2025-02-18 01:21:00+00:00,referral,mobile,US,control,
u_000085,activation,2025-02-18 01:56:00+00:00,referral,mobile,US,control,
u_000085,subscription,2025-03-10 01:56:00+00:00,referral,mobile,US,control,29.0
u_000086,landing_view,2025-03-07 03:33:00+00:00,referral,desktop,OTHER,,
u_000086,signup,2025-03-08 07:33:00+00:00,referral,desktop,OTHER,,
u_000086,experiment_exposure,2025-03-08 07:38:00+00:00,referral,desktop,OTHER,treatment,
u_000086,activation,2025-03-08 09:33:00+00:00,referral,desktop,OTHER,treatment,
u_000086,login,2025-03-09 22:33:00+00:00,referral,desktop,OTHER,treatment,
u_000086,login,2025-03-15 07:33:00+00:00,referral,desktop,OTHER,treatment,
u_000087,landing_view,2025-03-31 09:57:00+00:00,organic,mobile,OTHER,,
u_000088,landing_view,2025-02-18 03:10:00+00:00,organic,desktop,DE,,
u_000089,landing_view,2025-01-27 03:45:00+00:00,referral,desktop,DE,,
u_000090,landing_view,2025-01-21 12:36:00+00:00,organic,mobile,GB,,
u_000091,landing_view,2025-02-05 17:13:00+00:00,referral,mobile,CA,,
u_000091,signup,2025-02-07 16:13:00+00:00,referral,mobile,CA,,
u_000091,experiment_exposure,2025-02-07 16:28:00+00:00,referral,mobile,CA,treatment,
u_000091,activation,2025-02-07 17:13:00+00:00,referral,mobile,CA,treatment,
u_000091,login,2025-03-04 11:13:00+00:00,referral,mobile,CA,treatment,
u_000091,login,2025-03-07 08:13:00+00:00,referral,mobile,CA,treatment,
u_000092,landing_view,2025-02-05 16:22:00+00:00,organic,tablet,US,,
u_000093,landing_view,2025-01-18 21:07:00+00:00,email,desktop,GB,,
u_000094,landing_view,2025-03-08 15:39:00+00:00,paid_search,mobile,CA,,
u_000095,landing_view,2025-03-07 16:47:00+00:00,paid_social,desktop,OTHER,,
u_000096,landing_view,2025-03-19 10:56:00+00:00,organic,desktop,CA,,
u_000097,landing_view,2025-01-03 15:05:00+00:00,paid_search,mobile,OTHER,,
u_000097,signup,2025-01-04 10:05:00+00:00,paid_search,mobile,OTHER,,
u_000097,experiment_exposure,2025-01-04 10:23:00+00:00,paid_search,mobile,OTHER,control,
u_000098,landing_view,2025-02-15 11:13:00+00:00,paid_search,mobile,OTHER,,
u_000098,signup,2025-02-16 03:13:00+00:00,paid_search,mobile,OTHER,,
u_000098,experiment_exposure,2025-02-16 03:24:00+00:00,paid_search,mobile,OTHER,control,
u_000098,activation,2025-02-16 13:13:00+00:00,paid_search,mobile,OTHER,control,
u_000098,login,2025-02-18 21:13:00+00:00,paid_search,mobile,OTHER,control,
u_000099,landing_view,2025-02-22 21:08:00+00:00,organic,desktop,CA,,
u_000099,signup,2025-02-23 20:08:00+00:00,organic,desktop,CA,,
u_000099,experiment_exposure,2025-02-23 20:37:00+00:00,organic,desktop,CA,control,
u_000099,activation,2025-02-24 01:08:00+00:00,organic,desktop,CA,control,
u_000099,login,2025-02-28 02:08:00+00:00,organic,desktop,CA,control,
u_000100,landing_view,2025-03-21 02:39:00+00:00,email,mobile,GB,,
u_000100,signup,2025-03-21 09:39:00+00:00,email,mobile,GB,,
u_000100,experiment_exposure,2025-03-21 09:49:00+00:00,email,mobile,GB,control,
u_000101,landing_view,2025-03-10 08:30:00+00:00,email,tablet,OTHER,,
u_000101,signup,2025-03-12 05:30:00+00:00,email,tablet,OTHER,,
u_000101,experiment_exposure,2025-03-12 05:34:00+00:00,email,tablet,OTHER,control,
u_000101,activation,2025-03-12 11:30:00+00:00,email,tablet,OTHER,control,
u_000102,landing_view,2025-02-19 01:57:00+00:00,paid_social,mobile,US,,
u_000102,signup,2025-02-19 13:57:00+00:00,paid_social,mobile,US,,
